,stream,stream_temp,exp_temp,mass,resp,Exp_Temp_K,log_resp,mass_g,x1,x2,log_mass_resp,lnmass,mass_resp
140,2,13.9,10,3.312713992,0.048840715,283.15,-3.019190990207152,0.003312713992,-1.0575517554626592,40.983655696696246,-3.917516833145342,1.1977677905842532,0.019890424715125934
141,2,13.9,10,3.4805079460000004,0.057461940999999996,283.15,-2.8566324459806416,0.0034805079460000004,-1.0575517554626592,40.983655696696246,-3.7920161294526116,1.2471782446292934,0.022550092084935917
142,2,13.9,10,5.61736971,0.044075722000000005,283.15,-3.12184616966391,0.00561736971,-1.0575517554626592,40.983655696696246,-4.416243818076597,1.7258635312169164,0.012079520051792978
143,2,13.9,10,10.12857676,0.137185,283.15,-1.9864248991133158,0.010128576759999999,-1.0575517554626592,40.983655696696246,-3.7229455072566706,2.3153608108578063,0.024162691541512144
144,2,13.9,10,11.15447456,0.10981574,283.15,-2.208951408632289,0.01115447456,-1.0575517554626592,40.983655696696246,-4.017831951057846,2.4118407232340764,0.01799193007004074
145,2,13.9,15,2.2598177969999997,0.032521004,288.15,-3.425869121470365,0.0022598177969999998,-0.34640034653161195,40.2725042877652,-4.037332263398643,0.8152841892377031,0.01764448051160804
146,2,13.9,15,2.470153586,0.060814342,288.15,-2.799929629669358,0.002470153586,-0.34640034653161195,40.2725042877652,-3.478139876624525,0.9042803292735561,0.030864769948942588
147,2,13.9,15,3.059396375,0.045846642,288.15,-3.082453321784003,0.003059396375,-0.34640034653161195,40.2725042877652,-3.9211165468591096,1.1182176334334752,0.019818953595467537
148,2,13.9,15,3.55400851,0.043658245,288.15,-3.131363125644897,0.00355400851,-0.34640034653161195,40.2725042877652,-4.082420218805907,1.26807612421468,0.016866595363842895
149,2,13.9,15,9.433215544,0.24837996399999998,288.15,-1.3927955924014672,0.009433215544,-0.34640034653161195,40.2725042877652,-3.075973364452486,2.2442370294013583,0.046144690913155026
150,2,13.9,20,1.857023741,0.139858691,293.15,-1.9671227161095746,0.0018570237409999998,0.340492102517769,39.58561183871582,-2.431354016275321,0.6189750668876617,0.08791770994342384
151,2,13.9,20,3.703896028,0.1527125,293.15,-1.8791982102519589,0.003703896028,0.340492102517769,39.58561183871582,-2.861237144898639,1.3093852461955733,0.05719795431849248
152,2,13.9,20,5.326906925,0.156716844,293.15,-1.8533146433740417,0.005326906925,0.340492102517769,39.58561183871582,-3.1078927099775546,1.6727707554713505,0.0446950415871421
153,2,13.9,20,8.725179811,0.080910947,293.15,-2.514406148868012,0.008725179811000001,0.340492102517769,39.58561183871582,-4.139065956308064,2.166213076586736,0.015937731091527515
154,2,13.9,20,8.768425555,0.089236611,293.15,-2.416463886382758,0.008768425555,0.340492102517769,39.58561183871582,-4.0448318344139285,2.17115726404156,0.017512649433137822
155,2,13.9,20,16.21289735,0.408688394,293.15,-0.8948022861725929,0.016212897349999998,0.340492102517769,39.58561183871582,-2.984157579829223,2.78580705820884,0.050582096984611184
156,2,13.9,20,87.02937982,1.061673096,293.15,0.059846056224650376,0.08702937982,0.340492102517769,39.58561183871582,-3.289838264321007,4.466245760727543,0.03725987516012039
157,2,13.9,25,1.759951712,0.114568669,298.15,-2.1665809064959216,0.0017599517119999998,1.0043460659374541,38.92175787529614,-2.590545685728452,0.5652863723100401,0.0749791138875411
158,2,13.9,25,1.857023741,0.08648156800000001,298.15,-2.4478239744557033,0.0018570237409999998,1.0043460659374541,38.92175787529614,-2.9120552746214496,0.6189750668876617,0.05436388226225058
159,2,13.9,25,2.241272697,0.129585941,298.15,-2.043410980886608,0.0022412726969999997,1.0043460659374541,38.92175787529614,-2.648693885504624,0.807043872824021,0.07074355192336038
160,2,13.9,25,4.42698701,0.462155914,298.15,-0.7718529686422031,0.00442698701,1.0043460659374541,38.92175787529614,-1.887642383251229,1.4877192194787012,0.15142839844880096
161,2,13.9,25,9.893359279,0.43123480299999994,298.15,-0.8411025506777805,0.009893359279000001,1.0043460659374541,38.92175787529614,-2.5600003648038276,2.2918637521680623,0.0773047122422397
162,2,13.9,25,41.99654909,1.122980575,298.15,0.11598637818907266,0.04199654909,1.0043460659374541,38.92175787529614,-2.6872042095988293,3.7375874503838693,0.06807098579166714
163,2,13.9,30,1.243790084,0.115828454,303.15,-2.155645027273637,0.001243790084,1.6463014984839848,38.279802442749606,-2.319267455258426,0.21816323731305218,0.09834560177704549
164,2,13.9,30,6.439606772,0.397535277,303.15,-0.9224716016557362,0.006439606772,1.6463014984839848,38.279802442749606,-2.319322210158408,1.8624674780035622,0.09834021702087875
165,2,13.9,30,8.010259897000001,0.571746706,303.15,-0.5590592073551343,0.008010259897,1.6463014984839848,38.279802442749606,-2.119601612695645,2.080723207120681,0.12007945711489837
